Obiekt;Kod_obiektu;Nr_4_3;Nazwa_pola;ID_pola;Lp_pola_w_obiekcie;W_systemie_D365;Uwagi;Obecne na formularzu;Bierze udzial w pluginach;Bierze udzial w js;Obowiazkowosc;Lookup – tabela docelowa
Produkt Przetargu;neu_tenderproduct;z paczki;neu_contractualinvoicebenefit;neu_contractualinvoicebenefit;165;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_eanfromexcel;neu_eanfromexcel;166;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;CreateTenderProductPostHandler, UpdateTenderProductAction, UpdateTenderProductHandler;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_etimatedmarginpercent;neu_etimatedmarginpercent;167;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_financing;neu_financing;168;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_financingcostbudget;neu_financingcostbudget;169;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_financingcostpercent;neu_financingcostpercent;170;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_financingzachpercent;neu_financingzachpercent;171;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_formchangemethod;neu_formchangemethod;172;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_hfjobid;neu_hfjobid;173;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;TenderStructureCalculator;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_infotenderpriceassize;neu_infotenderpriceassize;174;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;TenderStructureCalculator;neu_tenderproduct.js;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_infotenderpricewholesale;neu_infotenderpricewholesale;175;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;TenderStructureCalculator;neu_tenderproduct.js;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_isactivematerial;neu_isactivematerial;176;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_iscalcofmappedproductinprogress;neu_iscalcofmappedproductinprogress;177;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;TenderStructureCalculator, UpdateTenderProductHandler;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_ispackagingchangeconsent;neu_ispackagingchangeconsent;178;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_istradingadmissionstatus;neu_istradingadmissionstatus;179;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;TenderStructureCalculator;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_marginadjustment;neu_marginadjustment;180;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_margingroup;neu_margingroup;181;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_marginindicator;neu_marginindicator;182;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_marginpercent;neu_marginpercent;183;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_materialid;neu_materialid;184;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_materialname;neu_materialname;185;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_noncontractualbenefits;neu_noncontractualbenefits;186;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_noncontractualinvoicebenefit;neu_noncontractualinvoicebenefit;187;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_noncontractualinvoicebenefitssp;neu_noncontractualinvoicebenefitssp;188;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_onlistprofitmax;neu_onlistprofitmax;189;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_outputcompanyname;neu_outputcompanyname;190;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;NeuTenderProductService;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_outputeancode;neu_outputeancode;191;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;NeuTenderProductService;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_outputfullpricegrosscolumn;neu_outputfullpricegrosscolumn;192;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;NeuTenderProductService;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_outputfullpricenetcolumn;neu_outputfullpricenetcolumn;193;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;NeuTenderProductService;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_outputfullpricevatpercentcolumn;neu_outputfullpricevatpercentcolumn;194;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;NeuTenderProductService;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_outputfullpricevatvaluecolumn;neu_outputfullpricevatvaluecolumn;195;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;NeuTenderProductService;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_outputtradename;neu_outputtradename;196;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;NeuTenderProductService;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_outputunitpricegrosscolumn;neu_outputunitpricegrosscolumn;197;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;NeuTenderProductService;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_outputunitpricenetcolumn;neu_outputunitpricenetcolumn;198;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;NeuTenderProductService;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_outputunitpricevatpercentcolumn;neu_outputunitpricevatpercentcolumn;199;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;NeuTenderProductService;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_outputunitpricevatvaluecolumn;neu_outputunitpricevatvaluecolumn;200;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;NeuTenderProductService;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_overheadpercentbuttonchange;neu_overheadpercentbuttonchange;201;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_overheadpercentsource;neu_overheadpercentsource;202;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;NeuTenderProductService, PluginHelper, TenderStructureCalculator, UpdateTenderProductHandler;neu_tenderproduct.js;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_overheaduserchange;neu_overheaduserchange;203;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_pastperiodscontractualbenefits;neu_pastperiodscontractualbenefits;204;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_percentfinancingzach;neu_percentfinancingzach;205;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_percenttermbenefitzach;neu_percenttermbenefitzach;206;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_pharmaceuticalgroup;neu_pharmaceuticalgroup;207;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_priceafterdiscount;neu_priceafterdiscount;208;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_priceafterdiscountmwir;neu_priceafterdiscountmwir;209;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_pricehospitaldepartment;neu_pricehospitaldepartment;210;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_priceperunitnew;neu_priceperunitnew;211;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_pricepurchaseoverheadpercent;neu_pricepurchaseoverheadpercent;212;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_pricesummary;neu_pricesummary;213;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_pricetradeafterrisemax;neu_pricetradeafterrisemax;214;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_pricetradebeforerise;neu_pricetradebeforerise;215;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_pricetradebeforerisemax;neu_pricetradebeforerisemax;216;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_pricetraderisedatemax;neu_pricetraderisedatemax;217;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_pricetraderisepercent;neu_pricetraderisepercent;218;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_pricetradeterms;neu_pricetradeterms;219;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_pricezachmwir;neu_pricezachmwir;220;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_salequantity;neu_salequantity;221;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_sapfromexcel;neu_sapfromexcel;222;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;CreateTenderProductPostHandler, UpdateTenderProductAction, UpdateTenderProductHandler;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_supplystatusid;neu_supplystatusid;223;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_supplystatusname;neu_supplystatusname;224;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_supplystatusvalidfrom;neu_supplystatusvalidfrom;225;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_supplystatusvalidto;neu_supplystatusvalidto;226;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_tenderproductid;neu_tenderproductid;227;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_termbenefitzach;neu_termbenefitzach;228;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_unitamountfromxls;neu_unitamountfromxls;229;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;NeuTenderProductService, UpdateTenderProductAction, UpdateTenderProductHandler;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;neu_valuezach;neu_valuezach;230;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;overriddencreatedon;overriddencreatedon;231;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;owneridname;owneridname;232;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Produkt Przetargu;neu_tenderproduct;z paczki;owneridtype;owneridtype;233;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Produkt Przetargu;neu_tenderproduct;z paczki;owneridyominame;owneridyominame;234;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Produkt Przetargu;neu_tenderproduct;z paczki;owningbusinessunit;owningbusinessunit;235;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;owningteam;owningteam;236;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;owninguser;owninguser;237;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;statecode;statecode;238;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Obowiązkowe;
Produkt Przetargu;neu_tenderproduct;z paczki;timezoneruleversionnumber;timezoneruleversionnumber;239;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;transactioncurrencyid;transactioncurrencyid;240;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Produkt Przetargu;neu_tenderproduct;z paczki;utcconversiontimezonecode;utcconversiontimezonecode;241;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Struktura Przetargu;neu_tenderstructure;z paczki;createdonbehalfby;createdonbehalfby;35;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Struktura Przetargu;neu_tenderstructure;z paczki;importsequencenumber;importsequencenumber;36;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Struktura Przetargu;neu_tenderstructure;z paczki;modifiedonbehalfby;modifiedonbehalfby;37;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Struktura Przetargu;neu_tenderstructure;z paczki;neu_errorlog;neu_errorlog;38;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Struktura Przetargu;neu_tenderstructure;z paczki;neu_infolog;neu_infolog;39;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Struktura Przetargu;neu_tenderstructure;z paczki;neu_tenderstructureid;neu_tenderstructureid;40;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;SetPluginListHandler;;Obowiązkowe;
Struktura Przetargu;neu_tenderstructure;z paczki;overriddencreatedon;overriddencreatedon;41;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Struktura Przetargu;neu_tenderstructure;z paczki;owneridname;owneridname;42;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Struktura Przetargu;neu_tenderstructure;z paczki;owneridtype;owneridtype;43;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Struktura Przetargu;neu_tenderstructure;z paczki;owneridyominame;owneridyominame;44;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
Struktura Przetargu;neu_tenderstructure;z paczki;owningbusinessunit;owningbusinessunit;45;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Struktura Przetargu;neu_tenderstructure;z paczki;owningteam;owningteam;46;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Struktura Przetargu;neu_tenderstructure;z paczki;owninguser;owninguser;47;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Struktura Przetargu;neu_tenderstructure;z paczki;statecode;statecode;48;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Obowiązkowe;
Struktura Przetargu;neu_tenderstructure;z paczki;statuscode;statuscode;49;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Struktura Przetargu;neu_tenderstructure;z paczki;timezoneruleversionnumber;timezoneruleversionnumber;50;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Struktura Przetargu;neu_tenderstructure;z paczki;utcconversiontimezonecode;utcconversiontimezonecode;51;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;createdonbehalfby;createdonbehalfby;31;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;importsequencenumber;importsequencenumber;32;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;modifiedonbehalfby;modifiedonbehalfby;33;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;neu_employeeid;neu_employeeid;34;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;neu_overheadpercentpreferred;neu_overheadpercentpreferred;35;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;NeuTradeTermsService, UpdateListTradeTermsAction, UpdateTradeTermsHandler;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;neu_producerid;neu_producerid;36;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;neu_producer
ZPZK;neu_tradeterms;z paczki;neu_sapcode;neu_sapcode;37;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;neu_tenderstatus;neu_tenderstatus;38;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;neu_tradetermsid;neu_tradetermsid;39;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
ZPZK;neu_tradeterms;z paczki;overriddencreatedon;overriddencreatedon;40;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;owneridname;owneridname;41;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
ZPZK;neu_tradeterms;z paczki;owneridtype;owneridtype;42;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
ZPZK;neu_tradeterms;z paczki;owneridyominame;owneridyominame;43;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Obowiązkowe;
ZPZK;neu_tradeterms;z paczki;owningbusinessunit;owningbusinessunit;44;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;owningteam;owningteam;45;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;owninguser;owninguser;46;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;processid;processid;47;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;stageid;stageid;48;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;statecode;statecode;49;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Obowiązkowe;
ZPZK;neu_tradeterms;z paczki;statuscode;statuscode;50;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;timezoneruleversionnumber;timezoneruleversionnumber;51;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;traversedpath;traversedpath;52;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
ZPZK;neu_tradeterms;z paczki;utcconversiontimezonecode;utcconversiontimezonecode;53;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Wycena;neu_valuation;z paczki;neu_opportunityid;neu_opportunityid;1;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;CloseOpportunityAction, CloseOpportunityHandler, NeuValuationService;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;actualclosedate;actualclosedate;152;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;actualvalue;actualvalue;153;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;budgetamount;budgetamount;154;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;budgetstatus;budgetstatus;155;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;campaignid;campaignid;156;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;campaign
Zmiana oferty;Opportunity;z paczki;captureproposalfeedback;captureproposalfeedback;157;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;closeprobability;closeprobability;158;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;completefinalproposal;completefinalproposal;159;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;completeinternalreview;completeinternalreview;160;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;confirminterest;confirminterest;161;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;createdonbehalfby;createdonbehalfby;162;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;systemuser
Zmiana oferty;Opportunity;z paczki;currentsituation;currentsituation;163;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;customerid;customerid;164;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;required;
Zmiana oferty;Opportunity;z paczki;customerneed;customerneed;165;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;customerpainpoints;customerpainpoints;166;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;description;description;167;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;estimatedvalue;estimatedvalue;168;tak;Dodane z paczki solution (tabele_z_dokumentacji);tak;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_activefrom;neu_activefrom;169;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_applicationid;neu_applicationid;170;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;neu_application
Zmiana oferty;Opportunity;z paczki;neu_appointmentid;neu_appointmentid;171;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_authorid;neu_authorid;172;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_authoruserortext;neu_authoruserortext;173;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_baseopportunityid;neu_baseopportunityid;174;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_bricksbalance;neu_bricksbalance;175;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_bricksvalue;neu_bricksvalue;176;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_briksvalue;neu_briksvalue;177;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_calcualtor_valuationstatus;neu_calcualtor_valuationstatus;178;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_calculator_orderstatus;neu_calculator_orderstatus;179;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_calculator_selectedaccountsids;neu_calculator_selectedaccountsids;180;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;AssociateAccountsForCalculatorSystemHandler;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_calculator_selectedproducts;neu_calculator_selectedproducts;181;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_calculator_totalcontractvalue;neu_calculator_totalcontractvalue;182;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_changetypereason;neu_changetypereason;183;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_clientcodecalculated;neu_clientcodecalculated;184;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
Zmiana oferty;Opportunity;z paczki;neu_clientid;neu_clientid;185;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;AssignAllAccountsPostCreateUpdateHandler, AssociateAccountsAction, AssociateAccountsForCalculatorRPASystemHandler, CreateEmailOnOpportunityWonHandler, CreateInitialValuationForCalculatorHandler, NeuValuationProductService, NeuValuationService, OpportunityService, RetriveMoreRecordsForClientViewActions, SetClientToValuationsAction, SetClientToValuationsHandler, SetNameForWholesaleOpportunityHandler, SetOnHoldStatusOnNewOpportunityForNegotiationsAction, SetOnHoldStatusOnNewOpportunityForNegotiationsSystemHandler, SetOwnerForWholesaleOpportunityAction, SetStatusCodeForNegotiationsSystemHandler, SetTenderReferentialHandler;;Opcjonalne;
Zmiana oferty;Opportunity;z paczki;neu_clientsapcode;neu_clientsapcode;186;tak;Dodane z paczki solution (tabele_z_dokumentacji);nie;;;Zwykłe;
