Obiekt;Kod_obiektu;Nr_4_3;Nazwa_pola;ID_pola;Lp_pola_w_obiekcie;W_systemie_D365;Uwagi
Zmiana oferty;opportunity;4.3.39;Notatki;;56;;
Zmiana oferty;opportunity;4.3.39;Data obowiązywania Przetargu OD;neu_validitydatefrom;57;;
Zmiana oferty;opportunity;4.3.39;Data obowiązywania Przetargu DO;neu_validitydateto;58;;
Zmiana oferty;opportunity;4.3.39;Data ogłoszenia;neu_annoucementdate;59;;
Zmiana oferty;opportunity;4.3.39;Data otwarcia;neu_openingdate;60;;
Zmiana oferty;opportunity;4.3.39;Data złożenia;neu_releasedate;61;;
Zmiana oferty;opportunity;4.3.39;Czas obowiązywania Przetargu;neu_validitydays;62;;
Zmiana oferty;opportunity;4.3.39;Czas trwania w miesiącach;neu_durationinmonths;63;;
Zmiana oferty;opportunity;4.3.39;Czas trwania w miesiącach - zmiana;neu_durationinmonthschange;64;;
Zmiana oferty;opportunity;4.3.39;Ilość dni związania z ofertą;neu_daysofvalidquote;65;;
Zmiana oferty;opportunity;4.3.39;Termin płatności Przetargu;neu_tenderpaymentperiod;66;;
Zmiana oferty;opportunity;4.3.39;Termin związania ofertą;neu_tendervalidityterm;67;;
Zmiana oferty;opportunity;4.3.39;Data rozpoczęcia dostaw;neu_deliveryopeningdate;68;;
Zmiana oferty;opportunity;4.3.39;Dostawa w sobotę;neu_isdeliveryonsaturday;69;;
Zmiana oferty;opportunity;4.3.39;Dostawa jednorazowa;neu_isonetimedelivery;70;;
Zmiana oferty;opportunity;4.3.39;Data dostawy jednorazowej;neu_onetimedeliverydate;71;;
Zmiana oferty;opportunity;4.3.39;Czas realizacji zamówienia (h);neu_deliveryhours;72;;
Zmiana oferty;opportunity;4.3.39;Ratunek życia (h);neu_lifesaving;73;;
Zmiana oferty;opportunity;4.3.39;Cito (h);neu_cito;74;;
Zmiana oferty;opportunity;4.3.39;Spodziewane opóźnienie;neu_expecteddelay;75;;
Zmiana oferty;opportunity;4.3.39;Narzut %;neu_overheadpercent;76;;
Zmiana oferty;opportunity;4.3.39;Narzut% PRE;neu_overheadpercentpre;77;;
Zmiana oferty;opportunity;4.3.39;Kalkuluj;WebResource_CalcButton;78;;
Zmiana oferty;opportunity;4.3.39;Przenieś narzut;WebResource_OVERHEAD_PROPAGATION_BUTTON;79;;
Zmiana oferty;opportunity;4.3.39;Ilość sztuk;neu_totalquantity;80;;
Zmiana oferty;opportunity;4.3.39;Wartość netto oferta;neu_totalbudgetsale;81;;
Zmiana oferty;opportunity;4.3.39;Marża brutto;neu_totalmarginbrutto;82;;
Zmiana oferty;opportunity;4.3.39;Marża brutto (%);neu_totalmarginbruttopercent;83;;
Zmiana oferty;opportunity;4.3.39;Wartość Przetargu brutto;neu_totalamountbrutto;84;;
Zmiana oferty;opportunity;4.3.39;Ilosć sztuk do sap;neu_totalquantitysap;85;;
Zmiana oferty;opportunity;4.3.39;Cena do kalkulacji wartości narzutu;neu_pricetooverheadcalc;86;;
Zmiana oferty;opportunity;4.3.39;Wartość netto SAP;neu_totalbudgetsalesap;87;;
Zmiana oferty;opportunity;4.3.39;Wartość brutto SAP;neu_budgetsalebruttosap;88;;
Zmiana oferty;opportunity;4.3.39;Marża brutto do SAP;neu_totalmarginbruttosap;89;;
Zmiana oferty;opportunity;4.3.39;Cena do kalkulacji wartości narzutu do SAP;neu_pricetooverheadcalcsap;90;;
Zmiana oferty;opportunity;4.3.39;Koszt własny ZACH;neu_totalzachcost;91;;
Zmiana oferty;opportunity;4.3.39;Koszt własny ZACH (%);neu_totalzachcostpercent;92;;
Zmiana oferty;opportunity;4.3.39;Korekty marży;neu_totalmarginadjustment;93;;
Zmiana oferty;opportunity;4.3.39;Korekty marży (%);neu_totalmarginadjustmentpercent;94;;
Zmiana oferty;opportunity;4.3.39;Marża urzędowo-umowna;neu_totalcontractualmargin;95;;
Zmiana oferty;opportunity;4.3.39;Marża urzędowo-umowna (%);neu_totalcontractualmarginpercent;96;;
Zmiana oferty;opportunity;4.3.39;Korzyści kontraktowe;neu_totalcontractualbenefits;97;;
Zmiana oferty;opportunity;4.3.39;Korzyści kontraktowe (%);neu_totalcontractualbenefitspercent;98;;
Zmiana oferty;opportunity;4.3.39;Zysk na sprzedaży;neu_totalprofitonsale;99;;
Zmiana oferty;opportunity;4.3.39;Zysk na sprzedaży (%);neu_totalprofitonsalespercent;100;;
Zmiana oferty;opportunity;4.3.39;Korzyści terminu od producenta;neu_totaltermbenefits;101;;
Zmiana oferty;opportunity;4.3.39;Korzyści terminu od producenta (%);neu_totaltermbenefitspercent;102;;
Zmiana oferty;opportunity;4.3.39;Finansowanie zapasów magazynowych;neu_totalfinancinginventories;103;;
Zmiana oferty;opportunity;4.3.39;Finansowanie zapasów magazynowych (%);neu_totalfinancinginventoriespercent;104;;
Zmiana oferty;opportunity;4.3.39;Koszty terminu podstawowego;neu_totalbasictermcosts;105;;
Zmiana oferty;opportunity;4.3.39;Koszty terminu podstawowego (%);neu_totalbasictermcostspercent;106;;
Zmiana oferty;opportunity;4.3.39;Koszty terminu opóźnień;neu_totaldelaycosts;107;;
Zmiana oferty;opportunity;4.3.39;Koszty terminu opóźnień (%);neu_totaldelaycostspercent;108;;
Zmiana oferty;opportunity;4.3.39;Przychody odsetkowe;neu_totalinterestincome;109;;
Zmiana oferty;opportunity;4.3.39;Przychody odsetkowe (%);neu_totalinterestincomepercent;110;;
Zmiana oferty;opportunity;4.3.39;Koszty osobowe Biura Szpitale;neu_personnelcosts;111;;
Zmiana oferty;opportunity;4.3.39;Koszty osobowe Biura Szpitale (%);neu_personnelcostspercent;112;;
Zmiana oferty;opportunity;4.3.39;Koszty obsługi logistycznej;neu_logisticscosts;113;;
Zmiana oferty;opportunity;4.3.39;Koszty obsługi logistycznej (%);neu_logisticscostspercent;114;;
Zmiana oferty;opportunity;4.3.39;Koszty transportu;neu_transportcosts;115;;
Zmiana oferty;opportunity;4.3.39;Koszty transportu (%);neu_transportcostspercent;116;;
Zmiana oferty;opportunity;4.3.39;Obsługa windykacyjna;neu_vindicationservice;117;;
Zmiana oferty;opportunity;4.3.39;Obsługa windykacyjna (%);neu_vindicationservicepercent;118;;
Zmiana oferty;opportunity;4.3.39;Podatek;neu_tax;119;;
Zmiana oferty;opportunity;4.3.39;Podatek (%);neu_taxpercent;120;;
Zmiana oferty;opportunity;4.3.39;Zysk netto na sprzedaży;neu_profitonsalesnetto;121;;
Zmiana oferty;opportunity;4.3.39;Zysk netto na sprzedaży (%);neu_profitonsalesnettopercent;122;;
Zmiana oferty;opportunity;4.3.39;Zysk netto;neu_profitnetto;123;;
Zmiana oferty;opportunity;4.3.39;Beneficjenci;;124;;
Zmiana oferty;opportunity;4.3.39;Struktura Przetargu;;125;;
Zmiana oferty;opportunity;4.3.39;Umowy;;126;;
Zmiana oferty;opportunity;4.3.39;Dokumenty;;127;;
Zmiana oferty;opportunity;4.3.39;Propaguj ceny z cenników;WebResource_neu_opportunityTenderGetListProducerPriceListPriceToZPZKPosition;128;;
Zmiana oferty;opportunity;4.3.39;Generuj ZPZK dla Producentów;WebResource_ButtonGenerateZPZKProducer;129;;
Zmiana oferty;opportunity;4.3.39;Warunki handlowe;;130;;
Zmiana oferty;opportunity;4.3.39;Generuj ofertę;WebResource_ButtonOpportunityTenderGenerateQuote;131;;
Zmiana oferty;opportunity;4.3.39;Oferty cenowe;;132;;
Zmiana oferty;opportunity;4.3.39;Pracownik realizujący;neu_userexecutingid;133;;
Zmiana oferty;opportunity;4.3.39;Pracownik wspierający;neu_usersupportingid;134;;
Zmiana oferty;opportunity;4.3.39;Pracownik akceptujący;neu_useracceptingid;135;;
Zmiana oferty;opportunity;4.3.39;Data utworzenia;createdon;136;;
Zmiana oferty;opportunity;4.3.39;Data modyfikacji;modifiedon;137;;
Zmiana oferty;opportunity;4.3.39;Utworzone przez;createdby;138;;
Zmiana oferty;opportunity;4.3.39;Zmodyfikowany przez;modifiedby;139;;
Zmiana oferty;opportunity;4.3.39;Flaga do „Kalkuluj”;neu_calcflag;140;;
Zmiana oferty;opportunity;4.3.39;Walidacja do generowania oferty.;neu_isgeneratequotevalidation;141;;
Zmiana oferty;opportunity;4.3.39;Plugin generowania oferty;neu_isgeneratequote;142;;
Zmiana oferty;opportunity;4.3.39;Flaga wysłania maila o wygranym przetargu;neu_issentemailonwonevent;143;;
Zmiana oferty;opportunity;4.3.39;Flaga do zaciągania cen ZPZK;neu_ischeckprice;144;;
Zmiana oferty;opportunity;4.3.39;Flaga do poprzedniego statusu;neu_statepreflag;145;;
Zmiana oferty;opportunity;4.3.39;Ilość zmian na produktach Pharmindex;neu_changespharmindex;146;;
Zmiana oferty;opportunity;4.3.39;Ilość zmian na Produktach SAP;neu_changessap;147;;
Zmiana oferty;opportunity;4.3.39;Flaga do narzutu;neu_overheadflag;148;;
Zmiana oferty;opportunity;4.3.39;Flaga rekalkulacji walidacja;neu_isrecalcvalidation;149;;
Zmiana oferty;opportunity;4.3.39;Flaga propagacja narzutu walidacja;neu_isoverheadvalidation;150;;
Zmiana oferty;opportunity;4.3.39;Generowanie ZPZK dla producentów Lecznictwa;neu_isgeneratezpzkproducer;151;;
Zmienne Srodowiskowe;neu_environmentvariables;4.3.40;Nazwa;neu_name;1;;
Zmienne Srodowiskowe;neu_environmentvariables;4.3.40;Wartość;neu_value;2;;
Zmienne Srodowiskowe;neu_environmentvariables;4.3.40;Komentarz;neu_comment;3;;
Zmienne Srodowiskowe;neu_environmentvariables;4.3.40;Kolejka;neu_queue;4;;
Zmienne Srodowiskowe;neu_environmentvariables;4.3.40;Adres e-mail;emailaddress;5;;
ZPZK;neu_tradeterms;4.3.41;Nazwa;neu_name;1;;
ZPZK;neu_tradeterms;4.3.41;Typ kalkulacji;neu_caltulationtype;2;;
ZPZK;neu_tradeterms;4.3.41;Producent sprzedażowy;neu_producersapid;3;;
ZPZK;neu_tradeterms;4.3.41;Numer Oferty;neu_code;4;;
ZPZK;neu_tradeterms;4.3.41;Biuro sprzedaży;neu_salesoffice;5;;
ZPZK;neu_tradeterms;4.3.41;Przetarg;neu_tenderid;6;;
ZPZK;neu_tradeterms;4.3.41;Status;neu_status;7;;
ZPZK;neu_tradeterms;4.3.41;Sposób rozliczenia;neu_settlementmethod;8;;
ZPZK;neu_tradeterms;4.3.41;Data rozpoczęcia;neu_bagindate;9;;
ZPZK;neu_tradeterms;4.3.41;Data zakończenia;neu_enddate;10;;
ZPZK;neu_tradeterms;4.3.41;Data rozpoczęcia dostaw;neu_deliveryopeningdate;11;;
ZPZK;neu_tradeterms;4.3.41;Kary umowne;neu_tendercontractpenalty;12;;
ZPZK;neu_tradeterms;4.3.41;Opis;neu_description;13;;
ZPZK;neu_tradeterms;4.3.41;Prośba o warunki do przetargu;neu_istradetermsconditions;14;;
ZPZK;neu_tradeterms;4.3.41;Prośba o potwierdzenie stałości cen;neu_ispricestability;15;;
ZPZK;neu_tradeterms;4.3.41;Prośba o dostępność leków;neu_isdrugavailability;16;;
ZPZK;neu_tradeterms;4.3.41;Status powiadomienia o wygranym przetargu;neu_emailtoproducerstate;17;;
ZPZK;neu_tradeterms;4.3.41;Flaga do tworzenia maila;neu_emailflag;18;;
ZPZK;neu_tradeterms;4.3.41;Flaga do generowania csv;neu_generatecsvflag;19;;
ZPZK;neu_tradeterms;4.3.41;Pole informacyjne - czy wysłany email do producent;neu_isinfosent;20;;
ZPZK;neu_tradeterms;4.3.41;Generuj zapytanie;WebResource_ButtonTradeTermsCreateEmailTempate;21;;
ZPZK;neu_tradeterms;4.3.41;Generuj ZPZK do SAP;WebResource_ButtonTradeTermsGenerateCsv;22;;
ZPZK;neu_tradeterms;4.3.41;Pozycje ZPZK;;23;;
ZPZK;neu_tradeterms;4.3.41;Działania;;24;;
ZPZK;neu_tradeterms;4.3.41;Notatki;;25;;
ZPZK;neu_tradeterms;4.3.41;Utworzony przez;createdby;26;;
ZPZK;neu_tradeterms;4.3.41;Zmodyfikowane przez;modifiedby;27;;
ZPZK;neu_tradeterms;4.3.41;Właściciel;ownerid;28;;
ZPZK;neu_tradeterms;4.3.41;Data utworzenia;createdon;29;;
ZPZK;neu_tradeterms;4.3.41;Data modyfikacji;modifiedon;30;;
